;Borough;Block;Lot;CD;BCT2020;BCTCB2020;CT2010;CB2010;SchoolDist;Council;ZipCode;FireComp;PolicePrct;HealthCent;HealthArea;Sanitboro;SanitDistr;SanitSub;Address;ZoneDist1;ZoneDist2;ZoneDist3;ZoneDist4;Overlay1;Overlay2;SPDist1;SPDist2;SPDist3;LtdHeight;SplitZone;BldgClass;LandUse;Easements;OwnerType;OwnerName;LotArea;BldgArea;ComArea;ResArea;OfficeArea;RetailArea;GarageArea;StrgeArea;FactryArea;OtherArea;AreaSource;NumBldgs;NumFloors;UnitsRes;UnitsTotal;LotFront;LotDepth;BldgFront;BldgDepth;Ext;ProxCode;IrrLotCode;LotType;BsmtCode;AssessLand;AssessTot;ExemptTot;YearBuilt;YearAlter1;YearAlter2;HistDist;Landmark;BuiltFAR;ResidFAR;CommFAR;FacilFAR;BoroCode;BBL;CondoNo;Tract2010;XCoord;YCoord;ZoneMap;ZMCode;Sanborn;TaxMap;EDesigNum;APPBBL;APPDate;PLUTOMapID;FIRM07_FLA;PFIRM15_FL;Version;DCPEdited;Latitude;Longitude;Notes;Shape_Leng;Shape_Area;guid
422;BK;4558;1;305;3122000;31220001012;1220;1017;19;42;11208;L107;75;33;6410;3;05;3C;WORTMAN AVENUE;R4;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES;49380;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;200.0;268.5;0.0;0.0;;0;Y;3;5;203400.0;203400.0;203400.0;0;0;0;;;0.0;0.75;0.0;2.0;3;3045580001.0;0;1220;1023839;181574;18b;;308 075;31405;;0.0;;1;;;23v2;t;40.6649669;-73.8572991;;0.0;47861.9732352;e56149fa-9371-8041-b653-438cd34927d4
538;BK;4537;6;305;3122000;31220001012;1220;1015;19;42;11208;L107;75;33;6410;3;05;3C;STANLEY AVENUE;R4;;;;;;;;;;N;V0;11;0;C;NYC HOUSING PRESERVATION AND DEVELOPMENT;48960;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;97.92;500.0;0.0;0.0;;0;Y;3;5;190860.0;190860.0;190860.0;0;0;0;;;0.0;0.75;0.0;2.0;3;3045370006.0;0;1220;1023254;181904;18b;;308 061;31405;;0.0;;1;;;23v2;t;40.6658752;-73.8594059;;0.0;92793.0981908;87bf4e4b-5de8-8e49-b3ab-55f58aac24c0
553;BK;4573;25;305;3122000;31220001012;1220;1022;19;42;11208;L107;75;33;6410;3;05;3C;RUBY STREET;R4;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;47200;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;137.17;190.0;0.0;0.0;;0;Y;3;5;155700.0;155700.0;155700.0;0;0;0;;;0.0;0.75;0.0;2.0;3;3045730025.0;0;1220;1023484;180554;18b;;308 075;31405;;0.0;;1;1;1;23v2;t;40.6621688;-73.8585846;;0.0;49451.0086886;cc305ef9-470d-b947-8d74-7cc6b4a7f81d
921;BK;4573;15;305;3122000;31220001012;1220;1021;19;42;11208;L107;75;33;6410;3;05;3C;RUBY STREET;R4;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;43700;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;194.58;240.25;0.0;0.0;;0;Y;5;5;132060.0;132060.0;132060.0;0;0;0;;;0.0;0.75;0.0;2.0;3;3045730015.0;0;1220;1023463;180753;18b;;308 075;31405;;0.0;;1;1;1;23v2;t;40.6627151;-73.8586592;;0.0;47888.6423295;0746d696-d7cb-f14a-a5af-1c396aefc4eb
429;BK;4585;127;305;3122000;31220001012;1220;1024;19;42;11208;L173;75;33;6410;3;05;3C;VANDALIA AVENUE;R3-2;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;43300;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;200.0;149.0;0.0;0.0;;0;Y;3;5;188880.0;188880.0;188880.0;0;0;0;;;0.0;0.5;0.0;1.0;3;3045850127.0;0;1220;1023301;180153;18b;;308 075;31405;;0.0;;1;1;1;23v2;t;40.6610689;-73.8592466;;0.0;41646.7684546;8292ff52-3157-344b-9020-565389fb51a3
532;BK;4447;3;305;3107001;31070011004;1070;1009;19;42;11208;L107;75;33;6420;3;05;4E;LOCKE STREET;R6;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;42845;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;219.46;195.23;0.0;0.0;;0;N;6;5;383040.0;383040.0;383040.0;0;0;0;;;0.0;2.43;0.0;4.8;3;3044470003.0;0;1070;1018801;178314;17d;;308 070;31403;;3044470001.0;07/24/2014;1;;;23v2;t;40.65604;-73.8754755;;0.0;42644.9123232;833495b0-d434-8b42-bfa1-50e3210c5143
423;BK;4558;46;305;3122000;31220001012;1220;1017;19;42;11208;L107;75;33;6410;3;05;3C;COZINE AVENUE;R4;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES;42380;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;200.0;201.08;0.0;0.0;;0;Y;3;5;174600.0;174600.0;174600.0;0;0;0;;;0.0;0.75;0.0;2.0;3;3045580046.0;0;1220;1023865;181179;18b;;308 075;31405;;0.0;;1;;;23v2;t;40.6638826;-73.8572077;;0.0;41483.8512074;3ac34ec0-9dad-5e48-a09d-fd0b9fe95dee
550;BK;4558;81;305;3122000;31220001012;1220;1018;19;42;11208;L107;75;33;6410;4;10;1C;WORTMAN AVENUE;R4;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES;33716;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;334.58;103.42;0.0;0.0;;0;Y;3;5;131520.0;131520.0;131520.0;0;0;0;;;0.0;0.75;0.0;2.0;3;3045580081.0;0;1220;1024172;181673;18b;;308 075;31405;;0.0;;1;;;23v2;t;40.6652371;-73.8560982;;0.0;40411.9864533;4f265105-7e05-0c48-8803-a0240551c270
549;BK;4558;71;305;3122000;31220001012;1220;1018;19;42;11208;L107;75;33;6410;4;10;1C;WORTMAN AVENUE;R4;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES;33380;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;199.75;263.83;0.0;0.0;;0;Y;5;5;137520.0;137520.0;137520.0;0;0;0;;;0.0;0.75;0.0;2.0;3;3045580071.0;0;1220;1024020;181613;18b;;308 075;31405;;0.0;;1;;;23v2;t;40.6650731;-73.8566464;;0.0;32756.1170817;eb75dc16-3ef6-cd47-938a-6b5679ea56be
424;BK;4572;1;305;3122000;31220001012;1220;1021;19;42;11208;L107;75;33;6410;3;05;3C;COZINE AVENUE;R4;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;32680;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;183.67;177.67;0.0;0.0;;0;Y;3;5;107700.0;107700.0;107700.0;0;0;0;;;0.0;0.75;0.0;2.0;3;3045720001.0;0;1220;1023165;180868;18b;;308 075;31405;;0.0;;1;1;;23v2;t;40.663032;-73.8597326;;0.0;29448.2336617;2387417e-ef2b-6a4f-ab4c-e06a1c022748
932;BK;4585;171;305;3122000;31220001012;1220;1023;19;42;11208;L173;75;33;6410;4;10;4D;VANDALIA AVENUE;R3-2;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;28575;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;279.75;200.0;0.0;0.0;;0;Y;5;5;124680.0;124680.0;124680.0;0;0;0;;;0.0;0.5;0.0;1.0;3;3045850171.0;0;1220;1023345;179901;18b;;308 075;31405;;0.0;;1;1;1;23v2;t;40.6603771;-73.8590894;;0.0;21394.9879332;b656065b-9f98-aa4f-bee9-ac7e090bb998
934;BK;4585;206;305;3122000;31220001012;1220;1023;19;42;11208;L173;75;33;6410;4;10;4D;DREW STREET;R3-2;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;25950;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;182.0;216.0;0.0;0.0;;0;Y;3;5;87900.0;87900.0;87900.0;0;0;0;;;0.0;0.5;0.0;1.0;3;3045850206.0;0;1220;1023556;180174;18b;;308 075;31405;;0.0;;1;1;1;23v2;t;40.6611254;-73.8583273;;0.0;25544.0476255;e130369b-984e-8349-9d92-9c35a46e42c8
427;BK;4572;32;305;3122000;31220001012;1220;1021;19;42;11208;L107;75;33;6410;3;05;3C;FAIRFIELD AVENUE;R4;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;25921;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;187.58;138.08;0.0;0.0;;0;Y;3;5;102960.0;102960.0;102960.0;0;0;0;;;0.0;0.75;0.0;2.0;3;3045720032.0;0;1220;1023198;180431;18b;;308 075;31405;;0.0;;1;;;23v2;t;40.6618324;-73.8596162;;0.0;14122.6817996;14afe2fd-731a-f44c-9871-224dca8fe213
537;BK;4537;1;305;3122000;31220001012;1220;1015;19;42;11208;L107;75;33;6410;3;05;3C;STANLEY AVENUE;R4;;;;;;;;;;N;V0;11;0;C;NYC HOUSING PRESERVATION AND DEVELOPMENT;25826;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;102.08;253.0;0.0;0.0;;0;Y;3;5;100680.0;100680.0;100680.0;0;0;0;;;0.0;0.75;0.0;2.0;3;3045370001.0;0;1220;1023133;182058;18b;;308 061;31405;;0.0;;1;;;23v2;t;40.6662985;-73.8598411;;0.0;16860.890266;ce6b3096-268c-5c40-89ba-293a94af0aa0
907;BK;4448;1;305;3107001;31070011004;1070;1009;19;42;11208;L107;75;33;6420;3;05;4E;1070 ELTON STREET;R6;;;;;;;;;;N;V0;11;0;C;NYC HOUSING PRESERVATION AND DEVELOPMENT;23818;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;200.0;365.0;0.0;0.0;;0;N;3;5;118740.0;118740.0;118740.0;0;0;0;;;0.0;2.43;0.0;4.8;3;3044480001.0;0;1070;1018994;178424;17d;;308 076;31403;;3044470001.0;07/23/2014;1;;;23v2;t;40.6563412;-73.8747794;;0.0;23561.1740953;0c20e97b-30bc-6240-932c-dbc4ffb372ee
920;BK;4573;1;305;3122000;31220001012;1220;1021;19;42;11208;L107;75;33;6410;3;05;3C;COZINE AVENUE;R4;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;22310;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;83.42;233.25;0.0;0.0;;0;Y;3;5;67500.0;67500.0;67500.0;0;0;0;;;0.0;0.75;0.0;2.0;3;3045730001.0;0;1220;1023433;180902;18b;;308 075;31405;;0.0;;1;;;23v2;t;40.6631242;-73.8587664;;0.0;22983.9848533;eba8fb7d-fd5f-f540-8c23-548469b23876
917;BK;4452;375;305;3107001;31070011007;1070;1000;19;42;11208;L107;75;33;6420;3;05;3D;MEADOW STREET;R6;;;;C2-4;;;;;;N;V1;11;0;C;NYC HOUSING PRESERVATION AND DEVELOPMENT;21473;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;113.0;190.0;0.0;0.0;;0;N;3;5;1247400.0;1247400.0;1247400.0;2012;0;0;;;0.0;2.43;0.0;4.8;3;3044520375.0;0;1070;1021272;179417;18b;;300 000;31403;;3045860001.0;04/30/2013;1;;;23v2;t;40.6590575;-73.8665638;;0.0;21884.0119511;fefb864b-1989-894d-b5ef-28c095e52a6d
539;BK;4537;39;305;3122000;31220001012;1220;1015;19;42;11208;L107;75;33;6410;3;05;3C;WORTMAN AVENUE;R4;;;;;;;;;;N;V0;11;0;C;NYC HOUSING PRESERVATION AND DEVELOPMENT;21452;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;191.67;111.92;0.0;0.0;;0;Y;3;5;83700.0;83700.0;83700.0;0;0;0;;;0.0;0.75;0.0;2.0;3;3045370039.0;0;1220;1023229;181673;18b;;308 061;31405;;0.0;;1;;;23v2;t;40.6652413;-73.8594973;;0.0;11153.4509247;f0b5ab15-b36c-1642-9cd7-cc57c0771bcb
547;BK;4557;34;305;3122000;31220001012;1220;1017;19;42;11208;L107;75;33;6410;3;05;3C;COZINE AVENUE;R4;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES;21060;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;176.5;108.42;0.0;0.0;;0;Y;3;5;82200.0;82200.0;82200.0;0;0;0;;;0.0;0.75;0.0;2.0;3;3045570034.0;0;1220;1023605;181093;18b;;308 075;31405;;0.0;;1;;;23v2;t;40.6636477;-73.8581454;;0.0;21542.5538924;49924919-592c-a243-b12e-c1aa8e4a6234
924;BK;4585;35;305;3122000;31220001012;1220;1023;19;42;11208;L173;75;33;6410;4;10;4D;FLATLANDS AVENUE;R3-2;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;19220;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;86.67;89.58;0.0;0.0;;0;Y;5;5;65040.0;65040.0;65040.0;0;0;0;;;0.0;0.5;0.0;1.0;3;3045850035.0;0;1220;1022872;179668;18b;;308 075;31405;;0.0;;1;1;1;23v2;t;40.6597396;-73.8607956;;0.0;19864.2123753;152a8a9d-9581-3a49-a7dc-a96b2b5d0cca
935;BK;4585;222;305;3122000;31220001012;1220;1023;19;42;11208;L173;75;33;6410;4;10;4D;DREW STREET;R3-2;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;17281;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;40.42;200.17;0.0;0.0;;0;Y;3;5;58500.0;58500.0;58500.0;0;0;0;;;0.0;0.5;0.0;1.0;3;3045850222.0;0;1220;1023626;179834;18b;;308 075;31405;;0.0;;1;;;23v2;t;40.6601919;-73.858077;;0.0;17527.527003;2abd6780-ab91-f44f-8dfd-3800044457b1
933;BK;4585;173;305;3122000;31220001012;1220;1025;19;42;11208;L107;75;33;6410;3;05;3C;VANDALIA AVENUE;R3-2;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;16100;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;208.0;225.0;0.0;0.0;;0;Y;5;5;70260.0;70260.0;70260.0;0;0;0;;;0.0;0.5;0.0;1.0;3;3045850173.0;0;1220;1023298;179984;18b;;308 075;31405;;0.0;;1;1;1;23v2;t;40.6606051;-73.8592584;;0.0;23388.7231878;80f9dee8-00e2-d94b-a502-44c49bf19695
541;BK;4539;4;305;3122000;31220001012;1220;1008;19;42;11208;L107;75;33;6410;3;05;3C;STANLEY AVENUE;R4;;;;;;;;;;N;V0;11;0;C;NYC HOUSING PRESERVATION AND DEVELOPMENT;13883;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;138.83;100.0;0.0;0.0;;0;Y;3;5;54240.0;54240.0;54240.0;0;0;0;;;0.0;0.75;0.0;2.0;3;3045390004.0;0;1220;1023732;182207;18b;;308 062;31405;;0.0;;1;;;23v2;t;40.6667048;-73.8576811;;0.0;18653.8101164;f9fee0ad-8b48-8647-82b9-e97d68a1d2af
409;BK;4452;401;305;3107001;31070011000;1070;1000;19;42;11208;L107;75;33;6420;3;05;3D;VANDALIA AVENUE;M1-1;R6;;;;;;;;;Y;V1;11;0;C;NYC HOUSING PRESERVATION AND DEVELOPMENT;13408;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;34.0;470.42;0.0;0.0;;0;Y;5;5;231300.0;231300.0;231300.0;0;0;0;;;0.0;0.0;1.0;2.4;3;3044520401.0;0;1070;1020253;179282;17d;;317 086;31403;;0.0;;1;;;23v2;t;40.6586911;-73.8702373;;0.0;14309.7954332;13bcb551-30fa-f542-bc6d-63684571c8ea
431;BK;4585;190;305;3122000;31220001012;1220;1023;19;42;11208;L173;106;33;6410;3;05;3C;DREW STREET;R3-2;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;12185;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;61.83;91.0;0.0;0.0;;0;Y;3;5;41340.0;41340.0;41340.0;0;0;0;;;0.0;0.5;0.0;1.0;3;3045850190.0;0;1220;1023501;180246;18b;;308 075;31405;;0.0;;1;1;1;23v2;t;40.6613233;-73.8585252;;0.0;11395.4918943;43dc90fc-ffba-e14d-9ccc-ef8b37cf814f
905;BK;4271;20;305;3120802;31208021000;1208;3000;19;42;11208;L107;75;33;6410;3;05;3C;SUTTER AVENUE;R6;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES;12000;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;200.0;60.0;0.0;0.0;;0;N;3;5;53160.0;53160.0;53160.0;0;0;0;;;0.0;2.43;0.0;4.8;3;3042710020.0;0;1208;1021877;184751;18a;;308 046;31308;;0.0;;1;;;23v2;t;40.6736956;-73.8643535;;0.0;12598.0725905;687a6d5a-8362-da4f-acb8-43cd64f8e02b
552;BK;4573;5;305;3122000;31220001012;1220;1022;19;42;11208;L107;75;33;6410;3;05;3C;COZINE AVENUE;R4;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;11885;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;116.5;70.25;0.0;0.0;;0;Y;3;5;47220.0;47220.0;47220.0;0;0;0;;;0.0;0.75;0.0;2.0;3;3045730005.0;0;1220;1023469;180967;18b;;308 075;31405;;0.0;;1;;;23v2;t;40.6633024;-73.8586363;;0.0;11812.6117652;e35788c1-8e12-3f4b-921e-7fd6676af8f7
906;BK;4313;6;305;3112000;31120002004;1120;2004;19;42;11208;E225;75;33;6420;3;05;3E;NEW LOTS AVENUE;R5;;;;C1-2;;;;;;N;V1;11;1;C;NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES;10860;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;192.33;90.08;0.0;0.0;;0;N;3;0;246600.0;246600.0;246600.0;0;0;0;;;0.0;1.25;0.0;2.0;3;3043130006.0;0;1120;1017030;182125;17d;;308 019;31401;;0.0;;1;;;23v2;t;40.6665071;-73.8818398;;0.0;11204.2608192;7bb592d4-439b-564f-88e7-962a74191575
937;BK;4585;228;305;3122000;31220001012;1220;1023;19;42;11208;L173;75;33;6410;4;10;4D;DREW STREET;R3-2;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;9741;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;97.33;100.08;0.0;0.0;;0;N;5;5;32940.0;32940.0;32940.0;0;0;0;;;0.0;0.5;0.0;1.0;3;3045850228.0;0;1220;1023549;179926;18b;;308 075;31405;;0.0;;1;;;23v2;t;40.6604448;-73.858354;;0.0;9907.2467762;6700c2f3-aebe-2d4b-a0bb-c21c33de6395
929;BK;4585;96;305;3122000;31220001012;1220;1023;19;42;11208;L173;75;33;6410;4;10;4D;FLATLANDS AVENUE;R3-2;;;;;;;;;;N;V9;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;9460;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;32.33;74.75;0.0;0.0;;0;Y;3;5;310050.0;310050.0;310050.0;0;0;0;;;0.0;0.5;0.0;1.0;3;3045850096.0;0;1220;1023136;179717;18b;;308 075;31405;;0.0;;1;1;1;23v2;t;40.6598729;-73.8598438;;0.0;9003.6284917;2b4d28e3-e442-e844-8e44-8f32b1ccd830
919;BK;4557;5;305;3122000;31220001012;1220;1017;19;42;11208;L107;75;33;6410;3;05;3C;WORTMAN AVENUE;R4;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES;9100;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;148.75;87.08;0.0;0.0;;0;Y;3;5;35520.0;35520.0;35520.0;0;0;0;;;0.0;0.75;0.0;2.0;3;3045570005.0;0;1220;1023620;181599;18b;;308 075;31405;;0.0;;1;;;23v2;t;40.6650365;-73.8580883;;0.0;8926.8973934;544b28f4-e8a5-c04d-82f7-d6128a78078b
419;BK;4538;1;305;3122000;31220001012;1220;1009;19;42;11208;L107;75;33;6410;3;05;3C;STANLEY AVENUE;R4;;;;;;;;;;N;V0;11;0;C;NYC HOUSING PRESERVATION AND DEVELOPMENT;9000;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;200.0;45.0;0.0;0.0;;0;Y;3;5;35100.0;35100.0;35100.0;0;0;0;;;0.0;0.75;0.0;2.0;3;3045380001.0;0;1220;1023450;182185;18b;;308 061;31405;;0.0;;1;;;23v2;t;40.6666457;-73.8586977;;0.0;12184.4913566;3c400567-f26c-af4c-ae00-553e91a1c75a
943;BK;4585;251;305;3122000;31220001012;1220;1023;19;42;11208;L173;75;33;6410;4;10;4D;DREW STREET;R3-2;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;6759;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;46.83;100.08;0.0;0.0;;0;Y;5;5;22920.0;22920.0;22920.0;0;0;0;;;0.0;0.5;0.0;1.0;3;3045850251.0;0;1220;1023641;179945;18b;;308 075;31405;;0.0;;1;;;23v2;t;40.6604965;-73.8580223;;0.0;6789.6498151;78c91afd-6513-0a4f-9842-82df65487175
931;BK;4585;169;305;3122000;31220002025;1220;2024;19;42;11208;L107;75;33;6410;3;05;3C;VANDALIA AVENUE;R3-2;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;6440;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;28.0;200.0;0.0;0.0;;0;Y;5;5;28140.0;28140.0;28140.0;0;0;0;;;0.0;0.5;0.0;1.0;3;3045850169.0;0;1220;1023340;179823;18b;;308 075;31405;;0.0;;1;1;1;23v2;t;40.660163;-73.8591079;;0.0;6533.1052561;37042576-cc4d-ba43-a823-3d6bcb2378e6
529;BK;4291;29;305;3120803;31208031006;1208;5006;19;42;11208;L107;75;33;6410;3;05;3C;BLAKE AVENUE;R4;;;;;;;;;;N;V0;11;0;C;NYC HOUSING PRESERVATION AND DEVELOPMENT;5895;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;77.17;100.08;0.0;0.0;;0;Y;3;5;18600.0;18600.0;18600.0;0;0;0;;;0.0;0.75;0.0;2.0;3;3042910029.0;0;1208;1022827;184339;18a;;308 048;31308;;0.0;;1;;;23v2;t;40.6725606;-73.8609311;;0.0;5967.0643827;162638b2-8186-d044-950e-03fc12f56c7d
555;BK;4585;69;305;3122000;31220001012;1220;1025;19;42;11208;L107;75;33;6410;3;05;3C;FLATLANDS AVENUE;R3-2;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;5765;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;116.83;98.67;0.0;0.0;;0;Y;3;5;28740.0;28740.0;28740.0;0;0;0;;;0.0;0.5;0.0;1.0;3;3045850069.0;0;1220;1023088;180187;18b;;308 075;31405;;0.0;;1;;;23v2;t;40.6611632;-73.8600141;;0.0;5887.841474;4cdb9de3-9ae4-ee45-8b04-2a976ff279d5
941;BK;4585;243;305;3122000;31220001012;1220;1023;19;42;11208;L173;75;33;6410;4;10;4D;DREW STREET;R3-2;;;;;;;;;;N;V9;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;5605;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;56.0;100.08;0.0;0.0;;0;N;3;5;142650.0;142650.0;142650.0;0;0;0;;;0.0;0.5;0.0;1.0;3;3045850243.0;0;1220;1023624;180060;18b;;308 075;31405;;0.0;;1;;;23v2;t;40.6608122;-73.8580829;;0.0;5340.2870698;d53a6097-e207-9c4e-9ebb-d3421fb60488
942;BK;4585;247;305;3122000;31220001012;1220;1023;19;42;11208;L173;75;33;6410;4;10;4D;DREW STREET;R3-2;;;;;;;;;;N;V9;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;5605;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;56.0;100.08;0.0;0.0;;0;N;5;5;142650.0;142650.0;142650.0;0;0;0;;;0.0;0.5;0.0;1.0;3;3045850247.0;0;1220;1023634;180007;18b;;308 075;31405;;0.0;;1;;;23v2;t;40.6606667;-73.8580472;;0.0;4973.7247983;4b294733-e918-c049-aa09-1dff1213f495
544;BK;4540;5;305;3122000;31220001012;1220;1007;19;42;11208;L107;75;33;6410;3;05;3C;AMBER STREET;R4;;;;;;;;;;N;V0;11;0;C;NYC HOUSING PRESERVATION AND DEVELOPMENT;5150;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;103.0;50.0;0.0;0.0;;0;Y;5;5;18540.0;18540.0;18540.0;0;0;0;;;0.0;0.75;0.0;2.0;3;3045400005.0;0;1220;1023855;182113;18b;;308 062;31405;;0.0;;1;;;23v2;t;40.6664462;-73.8572383;;0.0;6233.6420066;a0e44e56-345d-504e-a8c7-c68424928bbd
543;BK;4540;1;305;3122000;31220001012;1220;1007;19;42;11208;L107;75;33;6410;3;05;3C;STANLEY AVENUE;R4;;;;;;;;;;N;V0;11;0;C;NYC HOUSING PRESERVATION AND DEVELOPMENT;4760;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;70.0;68.0;0.0;0.0;;0;Y;3;5;17100.0;17100.0;17100.0;0;0;0;;;0.0;0.75;0.0;2.0;3;3045400001.0;0;1220;1023853;182244;18b;;308 062;31405;;0.0;;1;;;23v2;t;40.6668058;-73.8572447;;0.0;7174.6613099;c6b0e633-63a6-5f48-ae21-37390dfa0569
928;BK;4585;94;305;3122000;31220001012;1220;1023;19;42;11208;L173;75;33;6410;4;10;4D;FLATLANDS AVENUE;R3-2;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;4440;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;28.0;136.0;0.0;0.0;;0;Y;5;5;19320.0;19320.0;19320.0;0;0;0;;;0.0;0.5;0.0;1.0;3;3045850094.0;0;1220;1023156;179760;18b;;308 075;31405;;0.0;;1;1;1;23v2;t;40.6599909;-73.8597715;;0.0;4361.8613108;2bf35dfe-82e9-1240-8825-bf4f707b0ec9
926;BK;4585;92;305;3122000;31220001012;1220;1023;19;42;11208;L173;75;33;6410;4;10;4D;FLATLANDS AVENUE;R3-2;;;;;;;;;;N;V0;11;0;C;NYC DEPARTMENT OF PARKS AND RECREATION;4225;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;43.0;95.0;0.0;0.0;;0;Y;5;5;18480.0;18480.0;18480.0;0;0;0;;;0.0;0.5;0.0;1.0;3;3045850092.0;0;1220;1023175;179836;18b;;308 075;31405;;0.0;;1;1;1;23v2;t;40.6601994;-73.8597026;;0.0;5699.1688601;a317dd86-2cd0-9246-8a93-af888382151e
392;BK;4291;27;305;3120803;31208031006;1208;5006;19;42;11208;L107;75;33;6410;3;05;3C;BLAKE AVENUE;R4;;;;;;;;;;N;V0;11;0;C;NYC HOUSING PRESERVATION AND DEVELOPMENT;4116;0;0;0;0;0;0;0;0;0;7;0;0.0;0;0;22.75;100.0;0.0;0.0;;0;Y;5;5;13620.0;13620.0;13620.0;0;0;0;;;0.0;0.75;0.0;2.0;3;3042910027.0;0;1208;1022784;184317;18a;;308 048;31308;;0.0;;1;;;23v2;t;40.6725004;-73.8610862;;0.0;4018.6687751;65a39a75-06c2-424c-8bcc-0d5ec7208acf
